2.0,"['看', '賠錢', '，', '我', '好', '。', '我', '一月', '賺', '10%']"
1.0,"['反', '著', '歐印', '就', '好', '惹']"
0.0,"['蒸丸', '蒸', '的', '丸子']"
2.0,['VVVVVV']
2.0,"['很', '快', '要', '開', '17000', '怒灌區']"
1.0,"['爛股', '就', '出清', '他', '應', '得', '的']"
0.0,"['前', '兩', '個', '月', '噱', '120萬', '三', '週', '吐完', '槓桿', '瘦回', '太', '慢', '嗚嗚']"
0.0,"['不', '玩', '，', '把', '錢', '還我']"
2.0,"['每', '個', '遇', '千', '整數', '關卡', '，', '都', '要', '開', '個', '怒灌區']"
2.0,"[' ', '修正', '不是', '很', '正常', '？', '？']"
2.0,"['跌破', '萬7']"
2.0,['慢慢等']
0.0,"['釋放', '壓力', '，', '一', '次', '到底', '～']"
0.0,"['我', '萬七', '不用', '慢慢等', '= =']"
0.0,"['會', '跟著', '下修', '？']"
0.0,"['萬七', '不', '用', '。', '直接', '萬六']"
2.0,"['不是', '說', '跟', '散戶', '對做', '會', '贏', '  ', '怎麼', '看起來', '深', '不見底']"
1.0,"['看', '是', '好', '公司', '那', '就', '持有']"
2.0,"['陽', '阿公', '放', '長假', '哦', '- -']"
0.0,"['禮拜一', '屠殺', '的', '一', '天']"
0.0,"['賠錢', '還錢']"
0.0,['還錢']
2.0,['guru']
2.0,"['我', '比較', '喜歡', '種花']"
2.0,"['，', 'C', '螺貼', '多', '單', '，', '怎麼', '套路', '都', '一樣', '！']"
2.0,"['你', '講', '的', '沒', '開', '過', '這麼', '大', '的', '印鈔機', '參考點', '是', '？']"
2.0,"['6', 'x', '—', '->3', 'x', '那', '一', '段', '你', '怎麼', '熬過來', '的', '？']"
1.0,"['我', '的', '作法', '跟', '原', 'ok', '很', '像', '，', '資產', '小', '很多', 'XD', '但', '不用', '熬', '。', '只要', '知道', '這', '是', '長期投資', '就', '好', '。', '有錢', '投入', '逢低', '買進', '18樓', ' 興富', '發', '呵呵']"
0.0,"['放到', '下市']"
0.0,"['可是', '如果', '類似', '華映', '、', '綠能', '、', '勝華', '、', '大眾', '電腦', '都', '一', '去', '不', '回']"
1.0,"['我', '2017年', '買', '的', '紅茶', '84', '元', '…', '今年', '解套', '又', '賺錢']"
0.0,"['病毒', '/', '飛安', '，', '曾經', '的', '鍍金', '已經', '剝落']"
2.0,"['標準', '不能', '玩', '股票', '的', '就', '了', '…']"
2.0,"['股版', '我', '只', '噓聯詠保羅', '和', '您']"
2.0,"['確保', '質量', '是', '不', '夠', '重', '是', '？']"
1.0,"['她', '講', '的', '滿', '有', '道理', '的', '要是', '調升', '利率', '美元', '回流', '美國', '那', 'KO', '靠', '海外', '收入', '的', '部分', '就', '會', '被', '侵蝕掉', ' ', '現在', '漲到', '60', '也', '太']"
2.0,"['回家', '洗洗', '睡', '，', '老巴', '強']"
2.0,"['投機', '的', '開始', '嘴', '價值股', '嘻嘻']"
2.0,"['讓', '市場', '證明', '，', '讓', '繼續', '看下去']"
2.0,"['哪次', '不all in']"
1.0,"['基本面', '沒', '變', '，', '看', '你', '能', '放', '多久', '，', '就是', '第三', '代', '半導體']"
0.0,"['你', '應該', '腳麻', '吧']"
0.0,"['這', '種', '沒', '基本面', '的', '投機股', '，', '下殺', '的', '時候', '都', '很', '慘', '第三', '代', '半導體', '很', '有', '搞頭', '，', '但', '漢磊', '….']"
1.0,"['還', '會', '再', '炒', '一', '波']"
0.0,"['玩', '第三', '代', '半導體', '也', '輪', '不', '到', '漢磊', '。', '只', '剩', '炒作', '可憐', 'r']"
1.0,"['抱', '著', '砍', '也', '於事無補', ' ', '在', '出現', '更', '好', '的', '標的', '之前', '就', '抱', '我', '買', '000895', '富邦']"
1.0,"['這', '兩', '台', '個人', '認為', '車', '比較', '穩']"
2.0,"['服務業', '引進', '外勞', '新加坡', '用', '外勞', '調升', '本勞', '薪水', ' ', '服務業', '轉嫁', '便宜', '移工', '服務業', '做', '通常', '除非', '要', '當', '老闆', '沒', '意義']"
2.0,"['點破', '重點', '，', '就業', '人口', '最多', '的', '服務業', '，', '薪資', '成長', '卻', '微薄']"
2.0,"['服務業', '門檻', '低', '不', '就']"
1.0,"['我', '均價', '也', '135', '，', '這', '個', '價', '砍', '不了']"
0.0,['139']
2.0,"['垃圾', '歐盟', '，', '等', '做', '不', '到', '又', '要', '罰', '人', '錢']"
0.0,"['要', '說', '幾', '次', '補貼', '有用', '中國', '早', '做起來']"
0.0,"['還', '在', '被', '洗腦', '歐洲', '強', '研發', '，', 'ccr', '跪', '太', '久', '忘', '怎麼', '當', '人', '嗎', '炒底']"
2.0,['恩恩']
1.0,"['搬', '磚', '套', '利']"
2.0,"['是', '困難', '在', '哪', '？']"
2.0,"['會', '一', '堆', '下', '錯單']"
0.0,"['大', '韭菜', '又', '來']"
2.0,"['你', '別', '.', '.', '.', '...']"
1.0,"['股利', '算進去', '更', '可怕', '太早', '賣', '吧', ' apple', '注定', '扶持', '印度', '大', '市場']"
1.0,"['緯創', '棒棒', '英業', '達', '我', '還', '在', '觀望']"
2.0,['啦']
1.0,"['代工', '王']"
0.0,"['你', '有', '發', '過', '標的文', '？', '是', '在', '低歌', '離席', '什麼', '？', '單純', '來', '炫耀', '大可不必']"
0.0,"['下', '看', '.', '.', '.', '.', '盤勢', '不', '好', '阿']"
2.0,"['好', '還是', '跌']"
1.0,"['只要', '不', '給', '過', '就', 'GG', '世創', '內部', '也', '同意', '收購', ' ', '但', '政府', '態度', '不明']"
1.0,"['就', '德國', '想', '審到', '最後', '一', '天', '罷了', '！', '已', '上車']"
2.0,"['美', '豬', '美牛', 'XD', '21500', '*', '0.8', '=', '17200']"
0.0,['抖']
0.0,"['你', '越', '氣憤', '   ', '我', '大摩', '越', '興奮', '阿', '。', '哈哈', '哈']"
2.0,"['12500', '見']"
2.0,"['台灣', '確定', '接下來', '仍然', '受', '疫情', '干擾', '低']"
0.0,"['準備', '向下']"
0.0,"['大魔', ':', '下', '看', '8 787', '點', '。']"
2.0,['xddd']
0.0,['丸子']
0.0,['出貨文']
2.0,"['他', '在', '講', '道瓊', '台股', '?']"
1.0,"['我', '剛', '看', '一下', '。', '你', '賣', '個', '屁']"
2.0,"['我', '知道', '你', '還', '有錢']"
0.0,"['最', '高', '賣', '最多', '=', '.', '=']"
2.0,"['原來', '我', '也', '變', '宇宙人', '拜託', '學學', '紅茶店']"
0.0,"['快', '跌回', '20', '想', '接', '對', '員工', '像', '笑話', '  ', '股價', '卻', '不像話']"
2.0,"['東協', '新鮮', '肝', '重點']"
1.0,"['大陸', '降息', '阿']"
0.0,"['慘', ' ', '我', '也', '不知道', '0060', '除息', '0050', '，', 'OtZ']"
2.0,"['結論', '精華']"
1.0,"['蜀芳', '阿姨', '希望', '減', '50億']"
1.0,"[' ', '一路', '減到', '封關']"
1.0,"['融資', '都', '殺', '不', '夠', '？']"
1.0,"['面板', '要', '硬幹', '是', 'XD']"
1.0,"['阿榮', '股利', '投資點', '要', '來了', '，', '禮拜一', '殺到', '一百一', '我', '來', '買', '一點', '110', '配', '22', '剛好', '20', '趴']"
1.0,"['對了', '印尼', '又', '再', '火山', '爆發', '，', '提醒', '一下', '真的', '會', '噴爆', '下', '禮拜一', '跌停']"
1.0,"['繼續跌', '，', '沒', '錢', '收']"
1.0,"['注意到', '今天', '大跌', '仍', '有', '撐']"
1.0,"['要', '噴']"
2.0,"['往年', '都', '發', '6成', '的', '為什麼', '只', '會', '配', '1', '塊', '?']"
1.0,"['越', '殺', '融資', '拼命', '增', '，', '最好', '佛心', '拉給', '別人', '出貨', '，', '這', '個', '別人', '還', '只', '出', '六成', '資金', '撐', '的', '是', '融資', '會', '比較', '好', '？', '最好', '不要', '人', '踩', '人']"
2.0,"['99 6026', '之前', '不到', '18', '進', ' 2X', '賣', ' 20', '.', 'X', '又', '接']"
1.0,"['公布', '發', '3', '甚至', '3.5', '散戶', '又', '進來', '追高']"
1.0,"['彩晶', '的', '營收', '是', '雙虎', '的', '1/10', '外資', '不會', '鳥']"
2.0,"['我', '漲', '  ', '我', '又', '降', '打', '我']"
1.0,"['彩喵', '股價', '先', '幹掉', '包子', '再', '說', '，', '我', '看好', '後市']"
1.0,"['跌回', '16', '撿']"
1.0,"['都', '知道', '是', '套路', '你', '還', '不', '賣', '等', '新聞', '出', '看好', '再', '撿回', '阿']"
0.0,"['不過', '我', '是', '股東', '就', '討厭', '只', '會', '燒', '錢', '的', '棒球']"
0.0,"['今年', '冠軍', '只', '打', '四', '場', '虧大']"
2.0,"['以及', '是', '了']"
1.0,"['兄弟', '品牌', '權益', '起碼值', '七八', '個', '億']"
2.0,"['(', '兄', ')', '(', '弟', ')', '效益']"
2.0,"['股東會', '：', '冠軍賽', '打', '月']"
2.0,"['爪爪', '穩']"
1.0,"['灑', '大錢', '挖角', '，', '錢', '太多']"
2.0,"['法', '遵遵', '起來']"
0.0,"['假球案', '就', '了', '…', '…', '別', '浪費', '錢']"
2.0,"['正式', '變成', '銀行隊', '？', '以前', '要', '切割', '比較', '容易', '現在', '真的', '要', '內化', '投信', '為什麼', '買', '的', '理由', '都', '不知道', '笑死']"
1.0,"['短期', '獨木', '難', '支', '這', '支', '彈回', '77', '以上', '或許', '會', '小買', '進場']"
2.0,"['投信', 'ETF', '可以', '納入', '沒', '賺錢', '的', '公司', '喔', '？']"
1.0,"['00900', '上', '次', '買', '的', '全部', '都', '跌回去', '，', '可以', '抄', '答案']"
0.0,"['一', '堆', '投信', '比較', '有錢', '的', '韭菜', '啊', '哪', '一', '天', '納入', '中環', '也', '不', '意外']"
1.0,"['下', '星期一', 'etf', '要', '出來', '，', '不', '造', '個市', '說不過去']"
1.0,"['股市', '也', '有', '摩爾', '定律']"
1.0,"['航運', '不', '就', '散戶', '每', '天', '空爽', '的']"
1.0,"['新聞', '要', '散戶', '不要', '接刀', ' ', '代表', '這', '價位', '可以', '撿', 'XD']"
0.0,"['千萬', '不要', '不', '信邪', '，', '前', '幾', '年', '買', '一', '檔', '殖利率', '10幾%', '的', '放', '著', '結果', '一路', '向下', '對折', '下去']"
2.0,"['長榮', '萬海', '配', '，', '但', '陽明', '已經', '十幾', '年', '沒', '配', '過']"
2.0,"['我', '要', '看', '血流成河', '！', '繼續', '殺']"
2.0,"['專家', '說', '什麼', '?']"
2.0,"['所以', '大哥', '入', '手價', '?']"
0.0,"['年假', '都', '在', '吐', '股票', '換', '鈔票', ' ', '你', '還', '在', '那邊', '騙', '韭菜']"
0.0,"['馬', '的', '別', '騙', '，', '中國', '基建', '年後', '也', '不會', '回暖', '，', '一', '堆', '房子', '在', '找', '韭菜', '接盤']"
2.0,"['房地產', '風暴', '台灣', '不會', '有', '？']"
1.0,"['應該', '可以', '再', '等', '低', '，', '台泥', '44', '以下', '有', '機會', '，', '亞泥', '42', '以下', '看', '各', '情況', '前提', '下', '最', '差', '頂多', '580']"
1.0,"['修正', '40%', '？', '那', '太', '好', ' ', '愈', '跌', '愈', '買']"
2.0,"['進入', '第三', '階段', '開始', '算', 'PE', '算', '本益比', ' ', '跟', '都', '一樣', '劇本']"
1.0,"['經過', '的', '走勢', '我', '願意', '等', '台積', '被', '控到', '破線', '再', '撿']"
2.0,"['台積', '不', '倒', '台股', '不', '好', '拉', '大盤', '用', '的', '虛漲', '夢幻', '泡泡', '要', '戳破', ' ']"
2.0,"['你', '是不是', '不知道', '本益比', '修正', '，', '最', 'gy', '的', '事情']"
1.0,"['跌破', '600', '接']"
1.0,"['老天爺', '的', '禮物', '也', '太', '廉價', '一直', '給']"
1.0,"['發', '大', '柴']"
1.0,"['好', '禮拜一', '全力', '作空', '謝謝']"
0.0,"['看', '600', '的', '是不是', '太', '樂觀', '.', '.', '外資', '跡象', '顯示', ' 500', '是', '目標價', ' QE', '收回', '升息', ' 縮表', '本益比', '修正', '至少', '三成', '.', '.', '算下來', '大概', '500']"
0.0,"['疫情', '爆發', '當然', '先', '崩台', 'G']"
0.0,"['呆積電', '世界', '第一', '但', '線型', '大型', '假', '突破']"
0.0,"['零股仔', '不要', 'po', '出來', '丟臉']"
0.0,"['你', '是不是', '被', '套很多']"
0.0,"['我', '550', '附近', '買', '的', '零股', '全', '出光', ' ', '給', '你']"
0.0,"[' ', '你', '套', '多少']"
2.0,"['tsm', '發債', '財務', '操作', '及', '取得', '美元', '資金', '在', '美國廠', '使用', '.', '跟', '是否', '有', '足夠', '現金', '流發債', '較', '無關']"
1.0,"['這', '是', '灌迷湯', ' ', '反正', '我', '信']"
0.0,"['我', 'ok', '你', '先', '買']"
0.0,"['這', '種', '出來', '就', '還', '跌', '不', '夠']"
0.0,"['這', '波', '至少', '610', '如果', '守不住', '580']"
2.0,"['這', '…', '…', '是', '透', '滋長', '的', '思路', '？', '好', '可怕']"
1.0,"['500', '的', 'GG', '回來', '！']"
0.0,"['不停', '筍', '就', '直接', '定期定額', ' 0050', '就', '好']"
2.0,"['你', '會', '被', '噓', '這', '需要', '時間', '來', '驗證']"
1.0,"['400', '買', '～']"
2.0,"['沒', '貼', '對', '帳單', '好意思', '說', '標的', '文', '?']"
1.0,"['快跌', '我', '要', '買', '3060']"
2.0,"['理解', '她', '是', '超級', '有錢人', '跟', 'BTC', '暴跌', '是', '有', '啥', '關係', '?', '跟', '單', '的', '有', '她', '那', '種', '底氣', '?', '重點', '她', '有', '越跌越買', '?']"
2.0,"['他', '拿', '1%', '買', '屌打', '你']"
2.0,"['她', '收', '的', '版稅', '就', '嚇死', '人']"
2.0,"['她', '拿', '得', '出', '1%', '來', '買', '再', '說', ' - -', ';']"
2.0,"['你', '在', '擔心', '大媽', '？']"
2.0,"['佔', '她', '資產', '不到', '1%', '妳', '她', '會', '緊張', '？']"
2.0,"['比', '特幣', '歸零', '，', '她', '都', '不痛不癢', '好']"
2.0,"['無限', '攤平', '大法']"
2.0,"['吳淡如', '隨便', '拿', '個', '財產', '5%', '都', '比', '你', '身家', '還', '多', '好', '你', '不用', '替', '她', '擔心', '就算', '她', '賠光', '也', '沒', '多', '痛']"
2.0,"['他', '哪', '位', '？']"
2.0,"['他', '導購', '一', '次', '迪化街', '年貨', '聽說', '就', '賺', '一百多萬']"
2.0,"['我', '相信', '她', '拿', '10%', '買', '台積電', '.', '.', '.', '隨便', '拿', '個', '5%', '出來', '秀', '她', '身家', '比', '我', '多', '我', '是', '不', '信', '她', '會', '.', '.', '.', '不過', '觀察', '時代', '巨輪', '輾過', '粉粉', '應該', '是', '會', '做', '沒', '錯', ' - -', ';']"
2.0,"['去年', '5月', '大跌', '抄底', '被', '一', '堆', '鄉民', '笑', '結果', '勒', '？']"
2.0,"['如果', '她', '抄底', '比', '特幣', '就', '發', '個', '臉書', '...']"
2.0,"['他', '年薪', '破', '五百萬', ' ', '他', '的', '意見', '我', '不用', '太', '聽']"
2.0,"['想到', '他', '之前', '在', '低點', '借', '錢', '抄底', '股票', '~', '還', '被', '都', '笑']"
0.0,"['那', '個', '小', '國家', '加碼', '，', '就', '注定完', '。', '小孩', '玩', '大鳥']"
2.0,"['說', '她', '年薪', '五百萬', '也', '太', '小看', '她', '吧', '…', '.', '她', '是', '老闆', '等級', '的', '，', '說', '月薪', '五百', '都', '不', '意外', '…']"
2.0,"['年薪', '五百萬', '？', '她', '月薪', '五百萬', '機會', '比較', '大', '+1']"
2.0,"['房地產', '版稅', '收入', '月', '有', '個', '上百萬']"
2.0,"['你', '知道', '她', '身價', '多少', '…', '我', '都', '不知道', '你', '是', '還是', '無知']"
2.0,"['我', '就', '說', 'AVAVA', '.', '.', '.', '哪', '天', '它', '就', '不', 'V', '，', '我', '要', '便宜', '的', '鹹卡']"
2.0,"['月薪', '五百萬', '不會', '危機', '入', '市', '一下', '就', '把', '戶頭', '的', '六百多萬', '現金', '給', '打', '光', '還', '要', '去', '解', '其他', '的', '戶頭', '來', '補', '錢', '.', '.', '.', '況且', '那', '個', '戶頭', '六百多萬', '的', '股票', '是', '之前', '就', '有', '買', '還是', '五月', '崩盤', '一', '次', '掃', '得', '還', '不', '清楚', '.', '.', '.', '怎麼', '別人', '賺錢', '好像', '都', '很', '容易', '似的', '.', '.', '.', '個人', '收入', '年薪', '六千萬', '到底', '是', '怎樣', '的', '我', '也', '很', '好奇', '...']"
0.0,"['腰斬', '再', '除', '2']"
2.0,"['她', '月', '賺', '的', '是', '一', '班', '人', '的', '幾', '倍', '不要', '擔心', '有錢人', '吃', '不', '飽好']"
2.0,"['清醒點', '人家', '上億', '身家', '花', '幾十萬幾百萬', '買', '玩具', '怎麼', '嗎']"
2.0,"['窮人', '不', '需要', '替', '富人', '擔心']"
1.0,"['快跌', '，', '等', '便宜', '顯卡']"
2.0,"['可以', '一直', '攤平', '又', '不', '影響', '生活', '，', '不用', '拿', '她', '比']"
2.0,"['她', '買', '房子', '都', '可以', '買到', '忘記', '有', '這', '間', '，', '你', '呢', '。']"
2.0,"['她', '用', '零用錢', '在', '玩', '歸零', '也', '沒', '差']"
0.0,"['9', '菜']"
2.0,"['再', '跌', '50%', '人家', '也', '能', '天天', '魚翅', '鮑魚', '花心思', '去', '酸', '人', '可以', '幫', '你', '賺錢', '？']"
2.0,"['阿姨輩', '的', '股神', '都', '是', '小丑', '這', '世界', '只有', '跟', '老巴老巴', '是', '上', '個', '時代', '這', '個', '時代', '是']"
0.0,"['笨', '女人', '害死', '人']"
0.0,"['要不要', '先', '擔心', '你', '自己']"
2.0,"['她', '日本', '中國', '東南西', '各', '地', '有', '公司', '跟', '房產', '已', '晉升為', '商人']"
2.0,"['跟', '我', '去', '7-11', '買', '可樂', '一樣', '的', '概念']"
0.0,"['比較', '要', '擔心', '的', '是', '那', '個', '把', '國家', '財政', '壓進去', '的', '朋友']"
1.0,"['跌成', '~~', '我', '要', '來', '掃貨']"
2.0,"['的', '是', '玩', '短', '的', '比較', '會', '贏', '，', '上', '個', '世代', '的', '股神', '是', '玩', '長', '的', '，', '這', '種', '阿姨', '股神', '上', '次', '看', '她', '進場', '的', '帳戶', '老實', '講', '看', '操作', '。']"
0.0,"['先', '擔心', '你', '自己', ' ']"
2.0,"['搭', '火車', '一', '堆', '移工']"
2.0,"['蠻', '多', '人', '把', '共存', '跟', '放推', '直接', '劃', '等號', '的', '，', '邏輯', '...']"
2.0,"['怕', '的', '是', '隔離', '直接', '防疫', '旅館', '過年']"
0.0,"['鬼', '故事', '必備']"
0.0,"['如果', '要', '清零', '，', '你', '只', '能', '待在', '家', '哪', '都', '不能', '去', '，', '包準', '沒', '事']"
2.0,"['反正', '疫苗', '打完', '防疫', '保單', '也', '買好', ' ', '正常', '過日子']"
2.0,"['都', '是', '沒', '戴', '口罩', '阿']"
2.0,"['1.5', '倍', '券', '熱身', '中', 'XD']"
2.0,"['鄉民', '不', '緊張', '但', '在', '第一線', '的', '醫生', '可是', '很', '緊張']"
0.0,"['出給', '台灣人', '買', '新冠', '肺炎', '恐慌', '指數']"
1.0,"['高端', '要', '井噴']"
2.0,"['移工', '才', '跑', '得', '兇', '台鐵', '高鐵', '四處', '趴趴', '走', '太', '小看', '他們']"
2.0,"['高鐵', '台鐵', '都', '要', '戴', '口罩', '倒', '還好', '怕', '的', '是', '跟', '外勞', '同', '餐廳', '內', '用']"
2.0,"['移工', '不會', '到處', '跑', '，', '坐', '台北', '火車站', '地板', '上', '的', '都', '台灣人', '？']"
2.0,"['移工', '蠻', '喜歡', '去', '吃吃', '到', '飽', '的', '一', '吃', '就', '下午']"
1.0,['舒服']
1.0,"['Ok', '的', ' ', '紓困', '再', '一', '波', '我', '看看']"
2.0,"['外勞', '居住', '環境', '不', '交叉', '感染', '才', '奇怪']"
2.0,"['這', '一', '刻', '都', '是', '移工']"
2.0,"['有人', '有', '內線']"
2.0,"['台北', '火車站', '中間', '是', '打', '疫苗', '的', '地方', '沒', '啥', '機會', '坐', '地板', '!']"
2.0,"['移工', '休假', '跑', '景點', '、', '吃', '餐廳', '、', '晚上', '到', '東南亞', '夜店', '喝', '酒', '交朋友', '，', '他們', '生活', '可', '精彩', '，', '台灣', '宅男', '多']"
0.0,"['丸', '惹']"
2.0,"['這', '個', '時候', '苗人妖', '就', '裝死']"
2.0,"['這', '次', '可以', '給', '我', '10', '倍', '券', '?', '我等']"
0.0,"['清', '零仔', '會', '怕', '自己', '在', '家', '坐牢', '就', '好']"
0.0,"['完了', '又', '是', '鬼', '故事']"
2.0,"['國外', '都', '在', '強迫', '確診', '的', '.', '.', '.', '別', '傻']"
2.0,"['我', '已經', '幫慣', '老闆', '們', '想到', '解法', '.', '.', '.', '中標', '的', '關', '在', '同', '一', '棟', '生產', 'XD']"
2.0,"['打', '疫苗', '不怕', '？', '疫苗', '有', '辦法', '有效', '抵抗', '就', '不會', '突破', '感染', '一', '堆']"
2.0,"['疫苗', '要', '的', '是', '次級', '免疫', '阿', '.', '.', '.', '.', '不是', '不會', '感染']"
2.0,"['別', '再', '清零', ' ', '浪費', '人力']"
2.0,"['零', '確診', '不可能', '讓', '新冠', '流感化', '才是', '正解', ' 不然', '整', '個', '行政', '資源', '跟', '醫療', '支援', '都', '耗', '在', '這邊']"
0.0,"['鬼', '故事', '來', '內憂外患', ' ', '我', '空手', '都', '怕', 'XD']"
2.0,"['未', '猜', '明天', '100', '起跳']"
2.0,"['順勢', '共存', ' ', '八成', '人', '都', '打', '疫苗', ' ', '輕重症', '要', '分流']"
2.0,"['突破', '感染', '跟', '重症', '是', '兩回事', '你', '得', '流感', '怎麼', '都', '不怕']"
0.0,"['今天', '60', '人', '確診', '，', '明天', '呢', '？', '後天', '呢', '？', '下', '禮拜一', '開盤', '，', '怕']"
2.0,"['整天', '共存', '，', '醫護', '人員', '是', '你', '家', '的', '?']"
2.0,"['疫苗', '是', '要', '防重症', '又', '不是', '防', '感染', '有人', '連', '自己', '打', '疫苗', '要', '幹嘛', '都', '搞', '不', '清楚']"
2.0,"['政府', '想', '讓', '移工', '變', '移民', '，', '科科']"
2.0,"['知道', '一', '開始', '疫苗場', '的', '是', '防', '感染', '?', '後來', '頂', '不', '住', '在', '改口', '的']"
2.0,"['中國', '就', '以', '清零', '為', '目標', ' @@']"
2.0,"['中國', '打科', '興']"
2.0,"['發動', '對', '界', '寶具', ':', '全', '台灣', '都', '是', '桃園人', 'EX ', '!']"
2.0,"['那麼多', '時間', '給', '台灣', '準備', '，', '還', '沒', '準備好', '？']"
2.0,"['沒', '準備好', '的', '流感化', '第一', '個', '掛掉', '的', '醫療', '資源']"
0.0,"['2', '傳', '60，60', '傳', '.', '.', '.', '不妙']"
2.0,"['很多', '人', '搞', '不', '清楚', '，', '傳染力', '強', '加上', '要', '隔離', '有', '多', '麻煩', '餒問', '你', '，', '你', '想', '去', '餐廳', '，', '廚師', '確診', '你', '要', '吃', '什麼', '？', '廚師', '回來', '，', '員工', '確診', '，', '廚師', '還', '要', '上班', '還是', '？']"
2.0,"['數字版', '#1Xt', 'F0XoK', '美國', '醫生', '都', '說', 'O', '傳染力', '跟', '流感', '差很多', '流感化', '第一', '個', '掛掉', '的', '是', '醫護', '人力', '資源']"
0.0,"['只', '剩', '3', '天', ' ', '能', '崩去', '哪']"
2.0,"['在', '醫護', '資源', '短缺', '的', '情況', '下', '一點', '小', '手術', '都', '做不了', '若', '因此', '延誤', '病情', '小', '手術', '能', '治', '的', '小', '病', '也', '會', '拖成', '大', '病', '死掉']"
2.0,"['要', '怎麼', '準備', '，', '都', '知道', '需要', '隔離', '病房', '大量', '的', '，', '阿就', '沒有', '醫護', '沒有', '人力', '阿，', '平常', '就', '夠', '忙', '，', '怎麼', '準備', '，', '該', '醫護兵', '工廠', '好不好', '，', '五', '個', '黃金', '五', '個', '木頭', '可以', '生產', '耐用', '醫護']"
2.0,"['移工', '大鍋', '炒']"
2.0,"['最後', '乖乖', '學', '國外', '降低', '隔離', '天數', '，', '一', '輪', '天', '擇', '，', '這', '一', '輪', '會不會', '很', '痛', '就', '不知道']"
2.0,['自己嚇自己']
2.0,['感冒']
2.0,"['過', '兩', '天', '應該', '就', '超過', '300']"
2.0,"['周', '末', '破', '百', '，', '過年', '前', '可以', '衝', ' 500', '-', '1000']"
2.0,"['桃園', '鬧', '夠', '沒']"
2.0,"['啥', '時', '封城', '?']"
2.0,"['再', '包庇', '外勞', '阿']"
2.0,"['看來', '外資', '早', '知道', '難怪', '今天', '莫名其妙', '大跌']"
2.0,"['拆', '工廠']"
2.0,"['流感', '怎麼', '没', '讓', '醫療', '崩潰']"
2.0,"['不', '想', '共存', '就', '守好', '守', '得', '破破爛爛', '說', '不要', '共存', '最', '讓', '醫護', '勞累', '的', '你', '指揮', '中心', ' ', '還', '敢', '講', '勒']"
2.0,"['皇城', '之內', '..']"
2.0,"['京元', '電', '前例', '不是', '演', '過', '  ', '噴爆', '好']"
2.0,"['新', '病毒', '致死率', '低', '賠錢率', '高', '嘻嘻']"
0.0,"['沒救', '政府', '不', '印錢', '發錢', '的話', ' ', '台股', '沒', '路', '走']"
2.0,"['還好', '是']"
2.0,"['別', '扯', '政治', '好', ' ', '不是', '八卦', '廢板']"
2.0,"['下殺', '是不是', '偷看', '答案', '？']"
2.0,"['沒', '實聯制', '之前', '一', '堆', '再', '反']"
2.0,"['之前', '一', '堆', '北七一直', '說', '實聯制', '沒屁用', '，']"
